,Time,Date,Exchange,Symbol,Trade_Volume,Trade_Price,Sale_Condition,Source_of_Trade,Trade_Stop_Stock_Indicator,Trade_Correction_Indicator,Sequence_Number,Trade_Id,Trade_Reporting_Facility,Participant_Timestamp,Trade_Reporting_Facility_TRF_Timestamp,Trade_Through_Exempt_Indicator
757,2023-01-03 04:01:31.504156,2023-01-03,Q,GOOG,2,89.71,@FTI,N,,0,3632,14, ,40131504113751,,1
758,2023-01-03 04:01:31.504161,2023-01-03,Q,GOOG,10,89.74,@FTI,N,,0,3633,15, ,40131504113751,,1
759,2023-01-03 04:01:31.504164,2023-01-03,Q,GOOG,100,89.81,@FT ,N,,0,3634,16, ,40131504113751,,1
761,2023-01-03 04:01:31.504168,2023-01-03,Q,GOOG,22,89.83,@FTI,N,,0,3636,18, ,40131504113751,,1
760,2023-01-03 04:01:31.504168,2023-01-03,Q,GOOG,100,89.82,@FT ,N,,0,3635,17, ,40131504113751,,1
762,2023-01-03 04:01:31.574917,2023-01-03,Q,GOOG,206,89.9,@FT ,N,,0,3663,19, ,40131574902965,,1
763,2023-01-03 04:01:31.574932,2023-01-03,Q,GOOG,48,89.9,@FTI,N,,0,3664,20, ,40131574916812,,1
764,2023-01-03 04:01:31.575477,2023-01-03,Q,GOOG,77,89.9,@ TI,N,,0,3665,21, ,40131575462789,,0
765,2023-01-03 04:01:31.575921,2023-01-03,Q,GOOG,22,89.9,@FTI,N,,0,3666,22, ,40131575906461,,1
766,2023-01-03 04:01:31.576312,2023-01-03,Q,GOOG,147,89.9,@ T ,N,,0,3667,23, ,40131576297818,,0
767,2023-01-03 04:03:14.301632,2023-01-03,Q,GOOG,1,89.8,@FTI,N,,0,4320,24, ,40314301615358,,1
768,2023-01-03 04:03:14.301635,2023-01-03,Q,GOOG,38,89.8,@FTI,N,,0,4321,25, ,40314301615358,,1
769,2023-01-03 04:03:45.951485,2023-01-03,Q,GOOG,1,89.9,@FTI,N,,0,4541,26, ,40345951468346,,1
770,2023-01-03 04:03:45.951489,2023-01-03,Q,GOOG,5,89.9,@FTI,N,,0,4542,27, ,40345951468346,,1
771,2023-01-03 04:03:45.951493,2023-01-03,Q,GOOG,1,89.9,@FTI,N,,0,4543,28, ,40345951468346,,1
772,2023-01-03 04:04:48.522007,2023-01-03,Q,GOOG,198,90.0,@ T ,N,,0,4986,29, ,40448521991231,,0
773,2023-01-03 04:04:50.103688,2023-01-03,Q,GOOG,158,90.0,@ T ,N,,0,5007,30, ,40450103672716,,0
774,2023-01-03 04:04:53.675786,2023-01-03,Q,GOOG,100,89.96,@FT ,N,,0,5061,31, ,40453675771201,,1
775,2023-01-03 04:05:10.708029,2023-01-03,Q,GOOG,34,90.0,@FTI,N,,0,5212,32, ,40510708013495,,1
776,2023-01-03 04:05:23.562432,2023-01-03,Q,GOOG,10,90.0,@ TI,N,,0,5377,33, ,40523562412767,,0
777,2023-01-03 04:05:23.562435,2023-01-03,Q,GOOG,1,90.0,@ TI,N,,0,5378,34, ,40523562412767,,0
778,2023-01-03 04:05:23.562437,2023-01-03,Q,GOOG,2,90.0,@ TI,N,,0,5379,35, ,40523562412767,,0
779,2023-01-03 04:05:23.562442,2023-01-03,Q,GOOG,50,90.0,@ TI,N,,0,5380,36, ,40523562412767,,0
780,2023-01-03 04:05:23.562443,2023-01-03,Q,GOOG,7,90.0,@ TI,N,,0,5381,37, ,40523562412767,,0
781,2023-01-03 04:05:34.481065,2023-01-03,Q,GOOG,10,90.0,@FTI,N,,0,5503,38, ,40534481048739,,1
782,2023-01-03 04:05:34.481071,2023-01-03,Q,GOOG,33,90.0,@FTI,N,,0,5504,39, ,40534481054392,,1
145,2023-01-03 07:05:25.124506,2023-01-03,Z,GOOG,50,89.4,@ TI,N,,0,55445,1, ,70525124285000,,0
146,2023-01-03 07:05:25.124512,2023-01-03,Z,GOOG,10,89.4,@ TI,N,,0,55446,2, ,70525124285000,,0
